0 0 0 0
1 4.05 6.37933 1.72067
2 6.45 8.83233 4.06767
3 10.75 14.5351 6.96493
5 12.65 15.138 10.162
4 9.45 11.7377 7.16227
-2 3.2 5.39397 1.00603
-2 5.1 7.41454 2.78546
8 25.05 40.5417 9.55826
-2 8.05 10.2954 5.80464
-2 11 13.4441 8.55589
-2 5.4 7.6958 3.1042
-2 16.05 22.2843 9.81567
-2 12 14.3397 9.66028
-2 10.75 13.2093 8.29071
-2 8.5 10.8824 6.11757
-2 21.45 31.8569 11.0431
-2 10 11.6631 8.33688
-2 2.3 3.59345 1.00655
-2 16.95 20.3967 13.5033
-2 3.9 5.5216 2.2784
-2 16.3 17.9169 14.6831
-2 9.15 13.0486 5.25143
-2 5.1 7.30837 2.89163
-2 3.05 4.95773 1.14227
-2 3.25 4.85956 1.64044
-2 6 7.71989 4.28011
-2 9.85 12.7909 6.9091
-2 2.95 4.66696 1.23304
-2 13.35 17.5406 9.15937
-2 6.95 8.67254 5.22746
-2 3.25 4.67606 1.82394
