0 5.85 10.5012 1.19882
1 32.2 47.8301 16.5699
2 31.75 40.4515 23.0485
3 37.55 43.2567 31.8433
5 54.75 64.121 45.379
4 55.2 68.3273 42.0727
6 85.8 99.911 71.689
13 524.4 572.037 476.763
8 71.95 78.9383 64.9617
37 906.4 968.372 844.428
52 6230.2 6612.23 5848.17
69 2182.7 2357.41 2007.99
86 4644.75 4935.2 4354.3
119 5033 5385.66 4680.34
84 4677.15 4884.91 4469.39
87 4676.6 4997.11 4356.09
86 6217.5 6761.39 5673.61
165 10659.9 11289.2 10030.6
94 9441 10075.2 8806.81
69 2718.65 2873.85 2563.45
94 9474.9 10023.7 8926.05
81 5649.15 6036.44 5261.86
68 2222.2 2403.09 2041.31
81 6303.25 6786.69 5819.81
102 12724.5 13297 12152.1
101 13049.9 13677.4 12422.3
218 19514.7 20553.2 18476.2
57 5964.2 6222.32 5706.08
122 5168.55 5522.71 4814.39
91 6264.8 6626.77 5902.83
192 12207.6 13123.5 11291.7
89 8283.4 8962.48 7604.32
